SOURCE,YEAR,FUEL,FUEL_CODE,FUEL_SYM,FUEL_DESC
923,2017,Wind,WND,,Wind
923,2017,Oil,WO,,"Waste/Other Oil. Including crude oil, liquid butane, liquid propane, naphtha, oil waste, re-refined moto oil, sludge oil, tar oil, or other petroleum-based liquid wastes."
AER,2017,Coal,COL,,Coal 
AER,2017,Hydro,HPS,,Hydroelectric Pumped Storage
AER,2017,Hydro,HYC,,Hydroelectric Conventional
AER,2017,Biomass,MLG,,Biogenic Municipal Solid Waste and Landfill Gas
AER,2017,Gas,OOG,,Other Gases
AER,2017,Biomass,ORW,,Other Renewables 
AER,2017,Coal,WOC,,Waste Coal
AER,2017,Oil,WOO,,Waste Oil
AER,2017,Biomass,WWW,,Wood and Wood Waste
923,2018,Biomass,AB,,Agricultural By-Products
923,2018,Coal,ANT,,Anthracite Coal
923,2018,Gas,BFG,,Blast Furnace Gas
923,2018,Coal,BIT,,Bituminous Coal
923,2018,Biomass,BLQ,,Black Liquor
923,2018,Oil,DFO,,"Distillate Fuel Oil. Including diesel, No. 1, No. 2, and No. 4 fuel oils."
923,2018,Geothermal,GEO,,Geothermal
923,2018,Oil,JF,,Jet Fuel
923,2018,Oil,KER,,Kerosene
923,2018,Biomass,LFG,,Landfill Gas
923,2018,Coal,LIG,,Lignite Coal
923,2018,Biomass,MSB,,Biogenic Municipal Solid Waste
923,2018,Biomass,MSN,,Non-biogenic Municipal Solid Waste
923,2018,Battery,MWH,,Electricity used for energy storage
923,2018,Gas,NG,,Natural Gas
923,2018,Nuclear,NUC,,"Nuclear. Including Uranium, Plutonium, and Thorium."
923,2018,Biomass,OBG,,"Other Biomass Gas. Including digester gas, methane, and other biomass gases."
923,2018,Biomass,OBL,,Other Biomass Liquids
923,2018,Biomass,OBS,,Other Biomass Solids
923,2018,Gas,OG,,Other Gas
923,2018,Other,OTH,,Other Fuel
923,2018,Coal,PC,,Petroleum Coke
923,2018,Gas,PG,,Gaseous Propane
923,2018,Other,PUR,,Purchased Steam
923,2018,Coal,RC,,Refined Coal
923,2018,Oil,RFO,,Residual Fuel Oil. Including No. 5 & 6 fuel oils and bunker C fuel oil.
923,2018,Coal,SC,,"Coal-based Synfuel. Including briquettes, pellets, or extrusions, which are formed by binding materials or processes that recycle materials."
923,2018,Gas,SGC,,Coal-Derived Synthesis Gas
923,2018,Gas,SGP,,Synthesis Gas from Petroleum Coke
923,2018,Biomass,SLW,,Sludge Waste
923,2018,Coal,SUB,,Subbituminous Coal
923,2018,Solar,SUN,,Solar
923,2018,Other,TDF,,Tire-derived Fuels
923,2018,Hydro,WAT,,"Water at a Conventional Hydroelectric Turbine and water used in Wave Buoy Hydrokinetic Technology, current Hydrokinetic Technology, Tidal Hydrokinetic Technology, and Pumping Energy for Reversible (Pumped Storage) Hydroelectric Turbines."
923,2018,Coal,WC,,"Waste/Other Coal. Including anthracite culm, bituminous gob, fine coal, lignite waste, waste coal."
923,2018,Biomass,WDL,,"Wood Waste Liquids, excluding Black Liquor. Including red liquor, sludge wood, spent sulfite liquor, and other wood-based liquids."
923,2018,Biomass,WDS,,"Wood/Wood Waste Solids. Including paper pellets, railroad ties, utility polies, wood chips, bark, and other wood waste solids."
923,2018,Other,WH,,Waste Heat not directly attributed to a fuel source
923,2018,Wind,WND,,Wind
923,2018,Oil,WO,,"Waste/Other Oil. Including crude oil, liquid butane, liquid propane, naphtha, oil waste, re-refined moto oil, sludge oil, tar oil, or other petroleum-based liquid wastes."
AER,2018,Coal,COL,,Coal 
AER,2018,Hydro,HPS,,Hydroelectric Pumped Storage
AER,2018,Hydro,HYC,,Hydroelectric Conventional
AER,2018,Biomass,MLG,,Biogenic Municipal Solid Waste and Landfill Gas
AER,2018,Gas,OOG,,Other Gases
AER,2018,Biomass,ORW,,Other Renewables 
AER,2018,Coal,WOC,,Waste Coal
AER,2018,Oil,WOO,,Waste Oil
AER,2018,Biomass,WWW,,Wood and Wood Waste
923,2019,Biomass,AB,,Agricultural By-Products
923,2019,Coal,ANT,,Anthracite Coal
923,2019,Gas,BFG,,Blast Furnace Gas
923,2019,Coal,BIT,,Bituminous Coal
923,2019,Biomass,BLQ,,Black Liquor
923,2019,Oil,DFO,,"Distillate Fuel Oil. Including diesel, No. 1, No. 2, and No. 4 fuel oils."
923,2019,Geothermal,GEO,,Geothermal
923,2019,Oil,JF,,Jet Fuel
923,2019,Oil,KER,,Kerosene
923,2019,Biomass,LFG,,Landfill Gas
923,2019,Coal,LIG,,Lignite Coal
923,2019,Biomass,MSB,,Biogenic Municipal Solid Waste
923,2019,Biomass,MSN,,Non-biogenic Municipal Solid Waste
923,2019,Battery,MWH,,Electricity used for energy storage
923,2019,Gas,NG,,Natural Gas
923,2019,Nuclear,NUC,,"Nuclear. Including Uranium, Plutonium, and Thorium."
923,2019,Biomass,OBG,,"Other Biomass Gas. Including digester gas, methane, and other biomass gases."
923,2019,Biomass,OBL,,Other Biomass Liquids
923,2019,Biomass,OBS,,Other Biomass Solids
923,2019,Gas,OG,,Other Gas
923,2019,Other,OTH,,Other Fuel
923,2019,Coal,PC,,Petroleum Coke
923,2019,Gas,PG,,Gaseous Propane
923,2019,Other,PUR,,Purchased Steam
923,2019,Coal,RC,,Refined Coal
923,2019,Oil,RFO,,Residual Fuel Oil. Including No. 5 & 6 fuel oils and bunker C fuel oil.
923,2019,Coal,SC,,"Coal-based Synfuel. Including briquettes, pellets, or extrusions, which are formed by binding materials or processes that recycle materials."
923,2019,Gas,SGC,,Coal-Derived Synthesis Gas
923,2019,Gas,SGP,,Synthesis Gas from Petroleum Coke
923,2019,Biomass,SLW,,Sludge Waste
923,2019,Coal,SUB,,Subbituminous Coal
923,2019,Solar,SUN,,Solar
923,2019,Other,TDF,,Tire-derived Fuels
923,2019,Hydro,WAT,,"Water at a Conventional Hydroelectric Turbine and water used in Wave Buoy Hydrokinetic Technology, current Hydrokinetic Technology, Tidal Hydrokinetic Technology, and Pumping Energy for Reversible (Pumped Storage) Hydroelectric Turbines."
923,2019,Coal,WC,,"Waste/Other Coal. Including anthracite culm, bituminous gob, fine coal, lignite waste, waste coal."
923,2019,Biomass,WDL,,"Wood Waste Liquids, excluding Black Liquor. Including red liquor, sludge wood, spent sulfite liquor, and other wood-based liquids."
923,2019,Biomass,WDS,,"Wood/Wood Waste Solids. Including paper pellets, railroad ties, utility polies, wood chips, bark, and other wood waste solids."
923,2019,Other,WH,,Waste Heat not directly attributed to a fuel source
923,2019,Wind,WND,,Wind
923,2019,Oil,WO,,"Waste/Other Oil. Including crude oil, liquid butane, liquid propane, naphtha, oil waste, re-refined moto oil, sludge oil, tar oil, or other petroleum-based liquid wastes."
AER,2019,Coal,COL,,Coal 
AER,2019,Hydro,HPS,,Hydroelectric Pumped Storage
AER,2019,Hydro,HYC,,Hydroelectric Conventional
AER,2019,Biomass,MLG,,Biogenic Municipal Solid Waste and Landfill Gas
AER,2019,Gas,OOG,,Other Gases
AER,2019,Biomass,ORW,,Other Renewables 
AER,2019,Coal,WOC,,Waste Coal
AER,2019,Oil,WOO,,Waste Oil
AER,2019,Biomass,WWW,,Wood and Wood Waste
